iter	Logloss
343	0.2945348005
344	0.2945228298
345	0.2945128436
346	0.2945011124
347	0.2944901632
348	0.2944747187
349	0.2944586175
350	0.2944424032
351	0.2944276026
352	0.294406022
353	0.2943899881
354	0.2943714576
355	0.2943490564
356	0.2943338963
357	0.2943190926
358	0.2943114528
359	0.2942985571
360	0.294288515
361	0.2942757071
362	0.2942621341
363	0.2942428999
364	0.2942310955
365	0.2942188296
366	0.2942052244
367	0.2941906466
368	0.294175733
369	0.2941634992
370	0.2941497419
371	0.2941361392
372	0.2941235401
373	0.2941091979
374	0.294098413
375	0.2940855603
376	0.2940794376
377	0.294066276
378	0.2940542412
379	0.2940373304
380	0.2940246696
381	0.2940075129
382	0.2939929139
383	0.2939784478
384	0.2939658653
385	0.2939508362
386	0.2939371405
387	0.2939243475
388	0.2939123306
389	0.2938964817
390	0.2938763885
391	0.2938638683
392	0.2938536798
393	0.2938416861
394	0.2938309615
395	0.2938123494
396	0.2937966109
397	0.2937820762
398	0.2937681038
399	0.2937533989
400	0.2937423315
401	0.2937232379
402	0.2937044062
403	0.2936884559
404	0.2936773789
405	0.2936652304
406	0.2936470433
407	0.293634423
408	0.2936212389
409	0.2936147015
410	0.2936005648
411	0.2935873891
412	0.2935768687
413	0.2935643126
414	0.2935538833
415	0.2935467521
416	0.2935308704
417	0.2935172613
418	0.2935045235
419	0.2934884409
420	0.2934742464
421	0.293461608
422	0.2934450638
423	0.2934345499
424	0.2934215892
425	0.2934072631
426	0.2933934191
427	0.2933760519
428	0.2933539813
429	0.2933440394
430	0.2933346053
431	0.2933198111
432	0.2933023553
433	0.2932900784
434	0.293279386
435	0.2932660806
436	0.293254533
437	0.293250032
438	0.2932409754
439	0.2932306123
440	0.2932155947
441	0.2932062742
442	0.2931975688
443	0.2931854877
444	0.2931721483
445	0.2931546822
446	0.293140175
447	0.2931259355
448	0.2931099441
449	0.2930995983
450	0.2930806376
451	0.29306354
452	0.2930494122
453	0.2930379385
454	0.2930261431
455	0.2930124718
456	0.2929977008
457	0.2929835056
458	0.2929718861
459	0.2929599091
460	0.2929451092
461	0.2929312549
462	0.2929157841
463	0.29290673
464	0.2928934587
465	0.2928849099
466	0.2928773696
467	0.2928634582
468	0.292851424
469	0.2928360983
470	0.2928278891
471	0.2928160013
472	0.2928047317
473	0.2927938184
474	0.2927774507
475	0.2927693423
476	0.2927530196
477	0.2927419407
478	0.2927261437
479	0.2927134695
480	0.2927055915
481	0.2926927426
482	0.2926784692
483	0.2926647305
484	0.2926487229
485	0.2926383104
486	0.2926213283
487	0.2926121343
488	0.2926009713
489	0.2925946894
490	0.2925805212
491	0.292570897
492	0.2925567532
493	0.2925398341
494	0.2925321924
495	0.2925172795
496	0.2925085246
497	0.2924944212
498	0.2924840652
499	0.2924736726
500	0.2924607743
501	0.29244744
502	0.2924331473
503	0.292504	0.29504	0.292505	0.29505	0.292506	0.29506	0.292507	0.29507	0.292508	0.29508	0.292509	0.29509	0.292510	0.29510	0.2923227054
511	0.2923076667
512	0.292513	0.29513	0.292514	0.29514	0.29515	0.292515	0.2922603465
516	0.29517	0.292517	0.29518	0.292518	0.29519	0.292519	0.29520	0.292520	0.29521	0.292521	0.29522	0.29522	0.292523	0.29523	0.292524	0.29524	0.292525	0.29525	0.292526	0.29526	0.292527	0.29527	0.292528	0.2927544333
529	0.2927419522
530	0.2927262298
531	0.2927164721
532	0.2532	0.2920533	0.2533	0.2920534	0.2534	0.2920535	0.2535	0.2920536	0.2536	0.2920537	0.2537	0.2920538	0.2538	0.2920539	0.2539	0.2919540	0.2540	0.2919541	0.2541	0.2919542	0.542	0.29195543	0.543	0.29194544	0.544	0.29193545	0.545	0.29192546	0.2925416028
547	0.547	0.29189548	0.2925135052
549	0.2925004894
550	0.292490993
551	0.2924759215
552	0.2924642808
553	0.2924579662
554	0.2924445305
555	0.2924333245
556	0.2924166948
557	0.2924025767
558	0.2923906529
559	0.292377641
560	0.2923677902
561	0.2923523624
562	0.2923456137
563	0.2923348494
564	0.2923252824
565	0.2923150618
566	0.2923040458
567	0.2922941238
568	0.2922852475
569	0.2922777497
570	0.2922728217
571	0.2922607708
572	0.2922448763
573	0.2922348933
574	0.2922208092
575	0.2922086074
576	0.2921962991
577	0.2921873118
578	0.2921721722
579	0.2921631631
580	0.2921499329
581	0.2921376797
582	0.2921284851
583	0.2921207548
584	0.2921060968
585	0.2920987767
586	0.2920870263
587	0.292070649
588	0.2920589698
589	0.2920424962
590	0.2920360724
591	0.292026827
592	0.292013356
593	0.2920024601
594	0.2919896529
595	0.2919788025
596	0.2919658471
597	0.2919506806
598	0.2919374792
599	0.2919275784
904954
